,ListingKey,ListingNumber,ListingCreationDate,CreditGrade,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,GroupKey,DateCreditPulled,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,LoanKey,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,LoanOriginationDate,LoanOriginationQuarter,MemberKey,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors,LoanOriginationQuarterNew
5031,072F34211035943127AE822,334844,2008-05-18 12:34:02.220,HR,36,Defaulted,2011-09-27 00:00:00,0.34398,0.3199,0.3099,,,,,,,4,VA,Other,Full-time,74.0,False,False,,2008-05-16 05:00:12.017000000,520.0,539.0,2003-07-25 00:00:00,3.0,3.0,3.0,1,38.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,946.0,4.73,0.0,3.0,0.66,0.0,0.13,"$25,000-49,999",True,3033.333333,718C3422776569850ED8FC9,,,,,,,,,620,40.0,70,31846,1500,2008-05-28 00:00:00.000,Q2 2008,059834206246440515C6DA5,0.0,2196.28,1136.72,1059.56,-28.41,-142.68,242.95,185.09,71.81,1.0,0,0,0.0,24,
104031,939D3422167251306D7A1EB,334856,2008-05-18 13:03:25.033,C,36,Completed,2010-08-30 00:00:00,0.17018,0.1485,0.1385,,,,,,,7,MI,Teacher,Full-time,118.0,False,False,,2008-05-10 11:24:32.037000000,640.0,659.0,1981-04-01 00:00:00,4.0,4.0,25.0,2,53.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1791.0,0.89,209.0,22.0,0.9,1.0,0.15,"$75,000-99,999",True,7183.333333,D5C13421897288725D97F87,,,,,,,,,0,,70,31830,5000,2008-05-28 00:00:00.000,Q2 2008,58703419456221398BC85B0,172.96,6116.5,4994.34,1122.16,-73.75,0.0,0.0,0.0,0.0,1.0,0,0,0.0,115,
26770,EF223420691501852E470D8,334858,2008-05-18 13:04:17.940,AA,36,Chargedoff,2009-10-29 00:00:00,0.11207,0.1099,0.0999,,,,,,,3,TX,Other,Full-time,102.0,True,True,,2008-05-09 19:09:30.370000000,760.0,779.0,1982-01-01 00:00:00,13.0,12.0,30.0,8,519.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,22074.0,0.48,23126.0,26.0,1.0,1.0,0.34,"$50,000-74,999",True,5000.0,BEB6342181214112135EA04,,,,,,,,,1716,17.0,70,31775,8000,2008-05-28 00:00:00.000,Q2 2008,6AF0338699803353667FC0E,261.87,3142.44,2379.93,762.51,-69.38,0.0,5620.07,5620.07,0.0,1.0,2,0,0.0,228,
95412,247334204711797133D6524,334904,2008-05-18 15:08:01.600,D,36,Completed,2011-05-28 00:00:00,0.16460999999999998,0.143,0.133,,,,,,,5,FL,Other,Part-time,29.0,False,False,,2008-05-18 14:38:54.440000000,620.0,639.0,2000-04-21 00:00:00,10.0,9.0,14.0,6,379.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16427.0,0.85,2873.0,12.0,0.91,0.0,0.39,"$1-24,999",True,1833.3333329999998,76063421430376258240A15,,,,,,,,,0,,70,31816,4500,2008-05-28 00:00:00.000,Q2 2008,D6D834220469328409C106A,152.35,5562.67,4499.97,1062.7,-72.61,0.0,0.0,0.0,0.0,1.0,0,0,0.0,107,
79665,56DF342023644275449D902,334932,2008-05-18 16:29:58.583,D,36,Completed,2008-10-03 00:00:00,0.31475,0.2911,0.2811,,,,,,,4,CA,Laborer,Full-time,16.0,False,False,,2008-05-11 16:15:08.403000000,620.0,639.0,1991-09-01 00:00:00,9.0,6.0,13.0,5,38.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,1558.0,0.22,5442.0,13.0,1.0,2.0,0.28,"$1-24,999",True,1666.666667,E63434229736820796F8BD8,,,,,,,,,0,,70,31788,1000,2008-05-28 00:00:00.000,Q2 2008,890D3415044047428177180,41.97,1143.9,1000.0,143.9,-3.4,-34.41,0.0,0.0,0.0,1.0,0,0,0.0,13,
61498,78963420369504833D31BC5,334936,2008-05-18 16:39:03.313,E,36,Completed,2011-05-28 00:00:00,0.30349,0.28,0.27,,,,,,,3,AR,Sales - Commission,Self-employed,15.0,False,False,,2008-05-10 12:04:17.207000000,560.0,579.0,2000-06-20 00:00:00,0.0,0.0,10.0,0,0.0,0.0,1.0,0.0,1597.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,0.28,0.0,,$0,False,0.0,3CAA3422643015488E07CEB,,,,,,,,,0,,70,31870,1000,2008-05-28 00:00:00.000,Q2 2008,4F9034206016896404EE01B,0.0,1524.42,1000.0,524.42,-17.74,-16.54,0.0,0.0,0.0,1.0,0,0,0.0,18,
25592,C59734209975872690D7101,334950,2008-05-18 17:16:17.513,D,36,Chargedoff,2011-09-27 00:00:00,0.18183,0.16,0.15,,,,,,,4,AL,Laborer,Full-time,0.0,False,False,,2008-05-18 17:05:13.780000000,620.0,639.0,2006-03-10 00:00:00,2.0,1.0,6.0,0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.32,"$1-24,999",True,1560.0,7C4B3421412612034DDB95F,,,,,,,,,1017,40.0,70,31859,5000,2008-05-28 00:00:00.000,Q2 2008,F1293421702141736140584,175.79,6242.65,4801.75,1440.9,-82.54,-72.51,198.25,198.25,0.0,1.0,0,0,0.0,93,
39373,B602342063475578149B9A5,334955,2008-05-18 17:36:14.973,B,36,Chargedoff,2009-10-31 00:00:00,0.2148,0.2,0.19,,,,,,,4,IA,Professional,Full-time,157.0,False,False,,2008-04-22 09:38:18.910000000,680.0,699.0,2001-08-03 00:00:00,5.0,4.0,9.0,3,67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,857.0,0.59,405.0,8.0,0.75,0.0,0.33,"$50,000-74,999",True,4416.666667,CCD33422756988953E0EC50,,,,,,,,,1714,17.0,70,32029,20000,2008-05-30 00:00:00.000,Q2 2008,F9253419851486301A1957A,743.27,8919.24,4996.4,3922.84,-192.43,-167.7,15003.6,15003.6,0.0,1.0,0,0,0.0,334,
27853,2E1E34212120152672384CA,334983,2008-05-18 18:58:10.200,D,36,Completed,2011-05-29 00:00:00,0.16460999999999998,0.143,0.133,,,,,,,6,MD,Professional,Full-time,4.0,False,False,,2008-05-18 18:49:21.580000000,620.0,639.0,1978-09-25 00:00:00,4.0,2.0,17.0,2,68.0,1.0,9.0,0.0,0.0,14.0,0.0,0.0,1831.0,0.91,169.0,15.0,0.8,0.0,0.09,"$25,000-49,999",True,3750.0,37AD3421512891003F1C388,,,,,,,,,0,,70,31973,7500,2008-05-29 00:00:00.000,Q2 2008,2FE334209633547541CE999,257.43,8633.25,7310.87,1322.38,-103.55,-93.5,0.0,0.0,0.0,1.0,0,0,0.0,201,
9305,5BA034220259978789B0A51,334985,2008-05-18 18:59:32.670,B,36,Completed,2011-05-28 00:00:00,0.20209000000000002,0.1874,0.1774,,,,,,,4,MI,Clerical,Full-time,85.0,True,False,,2008-05-18 18:54:26.900000000,680.0,699.0,1982-05-01 00:00:00,9.0,9.0,24.0,8,722.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,30147.0,0.98,201.0,20.0,0.85,0.0,0.44,"$1-24,999",True,1846.0,CFC4342108386648822931D,,,,,,,,,0,,70,31780,2000,2008-05-28 00:00:00.000,Q2 2008,EB503421476031027DC2496,48.99,2638.86,1999.99,638.87,-33.31,0.0,0.0,0.0,0.0,1.0,0,0,0.0,38,
63729,AA7F342185475619507AD0D,334995,2008-05-18 19:08:51.447,C,36,Completed,2010-07-08 00:00:00,0.17018,0.1485,0.1385,,,,,,,3,GA,Computer Programmer,Full-time,104.0,True,False,,2008-05-18 19:08:19.370000000,660.0,679.0,1996-05-20 00:00:00,11.0,6.0,24.0,4,590.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,53556.0,0.97,1773.0,21.0,0.71,1.0,0.21,"$50,000-74,999",True,6000.0,A08A34212423480376F8A26,,,,,,,,,0,,70,31776,7000,2008-05-28 00:00:00.000,Q2 2008,45C23403284433006DE81A7,242.14,8715.48,7016.8,1698.68,-106.29,-87.43,0.0,0.0,0.0,1.0,0,0,0.0,178,
109136,75A53420831520678AE17AA,334996,2008-05-18 19:12:02.280,AA,36,Defaulted,2008-12-27 00:00:00,0.11696,0.11,0.1,,,,,,,4,MN,Sales - Commission,Full-time,121.0,True,True,ACB83378309204836DD5EA0,2008-05-18 18:31:34.957000000,820.0,839.0,1995-08-29 00:00:00,13.0,11.0,33.0,9,441.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,14244.0,0.31,30656.0,32.0,1.0,2.0,0.2,"$75,000-99,999",True,6666.666667,628F3422685823716266DAD,,,,,,,,,197,7.0,70,31760,20000,2008-05-28 00:00:00.000,Q2 2008,5BEC34117191894355058A8,654.77,1309.54,946.1,363.44,-33.04,0.0,19053.9,19053.9,0.0,1.0,1,1,200.0,567,
53803,4E66342201271385568580A,334997,2008-05-18 19:12:48.000,AA,36,Completed,2011-05-18 00:00:00,0.06576,0.059,0.049,,,,,,,2,IL,Accountant/CPA,Full-time,70.0,True,False,,2008-05-18 18:14:53.987000000,760.0,779.0,1988-04-01 00:00:00,17.0,16.0,39.0,13,1166.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,54438.0,0.52,49407.0,34.0,0.97,0.0,0.18,"$100,000+",True,9333.333333,037534222260275195EFB66,,,,,,,,,0,,70,31764,7000,2008-05-28 00:00:00.000,Q2 2008,68303421498350914DCA92A,212.64,7655.74,6999.99,655.75,-108.72,0.0,0.0,0.0,0.0,1.0,0,0,0.0,207,
49007,3A91342153656506897F4CB,335002,2008-05-18 19:21:14.807,AA,36,Completed,2011-05-28 00:00:00,0.06576,0.059,0.049,,,,,,,3,MN,Food Service,Part-time,20.0,False,False,,2008-05-18 19:02:26.410000000,760.0,779.0,1999-10-05 00:00:00,5.0,4.0,22.0,6,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20300.0,20.0,1.0,0.0,0.24,"$1-24,999",True,962.5,ADCA3422873621688BD1C5D,,,,,,,,,0,,70,31771,3000,2008-05-28 00:00:00.000,Q2 2008,8BAB3420928273442580D44,91.13,3281.17,3000.0,281.17,-46.6,0.0,0.0,0.0,0.0,1.0,0,0,0.0,103,
35807,83CB34218373930113083FC,335031,2008-05-18 20:39:17.147,AA,36,Completed,2011-05-28 00:00:00,0.15512,0.148,0.138,,,,,,,3,OR,Professional,Self-employed,87.0,False,False,,2008-05-12 11:55:44.857000000,780.0,799.0,1983-12-01 00:00:00,10.0,9.0,22.0,9,55.0,0.0,3.0,1.0,62.0,1.0,3.0,3.0,2201.0,0.14,6772.0,20.0,0.9,1.0,0.13,"$100,000+",True,8333.333333,E5D8342292389296299A310,,,,,,,,,0,,70,31773,15000,2008-05-28 00:00:00.000,Q2 2008,DD573419876776725228ED6,510.24,18674.63,14999.98,3674.65,-242.65,0.0,0.0,0.0,0.0,1.0,0,0,0.0,307,
87232,709C34217330327473AB6A1,335046,2008-05-18 21:41:19.513,B,36,Completed,2011-03-21 00:00:00,0.15428,0.14,0.13,,,,,,,5,GA,Other,Not employed,1.0,False,False,,2008-05-18 21:19:17.050000000,700.0,719.0,2004-02-09 00:00:00,1.0,1.0,14.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,,Not employed,True,0.0,F95334218466740400B41A3,,,,,,,,,0,,70,32038,1500,2008-05-30 00:00:00.000,Q2 2008,7E313420955710436559617,18.25,1863.74,1500.01,363.73,-24.93,0.0,0.0,0.0,0.0,1.0,0,0,0.0,58,
112691,CDCC3422069028131E55EA1,335055,2008-05-19 01:33:58.907,C,36,Chargedoff,2010-07-29 00:00:00,0.2618,0.2389,0.2289,,,,,,,4,CO,Other,Full-time,70.0,True,False,,2008-05-01 23:05:58.743000000,640.0,659.0,1995-08-21 00:00:00,11.0,11.0,42.0,10,407.0,0.0,4.0,0.0,0.0,20.0,1.0,0.0,14787.0,0.51,14315.0,33.0,0.74,0.0,0.3,"$25,000-49,999",True,2666.666667,35183421700367005FF8D7E,,,,,,,,,1441,26.0,70,32031,7500,2008-05-30 00:00:00.000,Q2 2008,C29D3413054789441B2D372,293.81,6065.01,3565.87,2499.14,-104.61,0.0,3934.15,3934.13,0.0,1.0,0,0,0.0,141,
110538,A4A7342036769072855557D,335069,2008-05-19 04:16:12.280,C,36,Chargedoff,2008-12-23 00:00:00,0.31303000000000003,0.2894,0.2794,,,,,,,4,MA,Administrative Assistant,Full-time,110.0,False,False,,2008-05-02 11:33:19.417000000,660.0,679.0,1992-10-22 00:00:00,12.0,5.0,67.0,5,120.0,4.0,14.0,1.0,46.0,5.0,0.0,0.0,3780.0,0.35,6287.0,66.0,0.85,5.0,0.25,"$50,000-74,999",True,4174.666667,6CDB3421149037387A2943A,,,,,,,,,2026,7.0,70,31606,5000,2008-05-22 00:00:00.000,Q2 2008,58543415492232002FA4057,209.37,388.74,41.66,347.08,-11.47,0.0,4958.34,4958.34,0.0,1.0,0,0,0.0,52,
91908,FE37342198621989456DEF6,335070,2008-05-19 04:34:42.270,D,36,Chargedoff,2009-04-29 00:00:00,0.16460999999999998,0.143,0.133,,,,,,,4,AR,Other,Full-time,36.0,False,False,,2008-04-30 03:16:52.677000000,600.0,619.0,2004-06-25 00:00:00,5.0,4.0,8.0,4,138.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4466.0,0.92,299.0,7.0,1.0,1.0,0.21,"$1-24,999",True,1750.0,36B93421211921526CC8E10,,,,,,,,,1898,11.0,70,31793,6000,2008-05-28 00:00:00.000,Q2 2008,A85B3404374155044E0D55D,205.94,1235.64,854.74,380.9,-26.64,0.0,5145.26,5145.26,0.0,1.0,0,0,0.0,138,
79805,FAF9342138402091589C336,335123,2008-05-19 07:14:59.050,B,36,Completed,2008-07-15 00:00:00,0.19462000000000002,0.18,0.17,,,,,,,4,VA,Computer Programmer,Full-time,29.0,False,False,,2008-05-08 11:13:22.207000000,700.0,719.0,2005-07-15 00:00:00,11.0,10.0,14.0,9,72.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,9658.0,0.19,33924.0,14.0,1.0,3.0,0.14,"$50,000-74,999",True,5996.583333,D0DB34218903093335BC9B2,,,,,,,,,0,,70,31940,15000,2008-05-29 00:00:00.000,Q2 2008,063B34203000144404DA63B,542.29,15022.89,15000.0,22.89,-1.27,0.0,0.0,0.0,0.0,1.0,1,0,0.0,221,
25105,7B0C3420833947166FDA1D4,335148,2008-05-19 08:11:36.533,D,36,Defaulted,2011-05-24 00:00:00,0.37453000000000003,0.35,0.34,,,,,,,4,CT,Analyst,Full-time,100.0,False,True,783C3371218786870A73D20,2008-04-23 12:37:43.590000000,600.0,619.0,1996-01-19 00:00:00,8.0,5.0,37.0,4,611.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,28277.0,0.86,5095.0,16.0,0.81,2.0,0.17,"$75,000-99,999",True,6666.666667,E14934207986025026E4965,,,,,,,,,719,37.0,70,31477,4000,2008-05-21 00:00:00.000,Q2 2008,1FE634197430829066D8F68,180.94,5718.62,2847.31,2871.31,-82.2,-463.76,1170.86,925.9,473.21,1.0,0,0,0.0,37,
97703,EA16342089792963948F725,335160,2008-05-19 08:36:28.047,D,36,Completed,2011-05-28 00:00:00,0.21213,0.1899,0.1799,,,,,,,4,MN,Skilled Labor,Full-time,24.0,False,False,,2008-05-19 08:27:49.147000000,600.0,619.0,2006-11-20 00:00:00,2.0,2.0,2.0,1,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,2.0,1.0,0.0,0.18,"$25,000-49,999",True,2738.666667,5A953421802258444DA69CA,,,,,,,,,0,,70,31835,7500,2008-05-28 00:00:00.000,Q2 2008,B1713420455325603D38354,268.9,9901.66,7499.98,2401.68,-123.57,0.0,0.0,0.0,0.0,1.0,0,0,0.0,203,
60067,CA803421962521647353A01,335201,2008-05-19 09:40:30.323,C,36,Completed,2011-06-03 00:00:00,0.16157,0.14,0.13,,,,,,,3,NC,Truck Driver,Full-time,11.0,False,False,,2008-05-15 10:35:08.480000000,660.0,679.0,1986-09-26 00:00:00,1.0,1.0,18.0,3,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,13.0,0.61,1.0,0.11,"$25,000-49,999",True,3800.0,8BE73421412196136BF24A1,,,,,,,,,0,,70,31845,3000,2008-05-28 00:00:00.000,Q2 2008,C07F3421378960247B71F27,102.53,3861.36,2999.98,861.38,-51.83,-173.49,0.0,0.0,0.0,1.0,0,0,0.0,46,
83404,E6483420787913784D4EAEA,335206,2008-05-19 09:48:35.567,A,36,Completed,2011-05-20 00:00:00,0.18454,0.17,0.16,,,,,,,4,MD,Civil Service,Full-time,75.0,True,False,,2008-05-19 09:44:56.483000000,720.0,739.0,1989-09-08 00:00:00,20.0,19.0,42.0,16,1129.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,62418.0,0.82,13271.0,30.0,1.0,1.0,0.31,"$75,000-99,999",True,6258.333333,B4573422741506663A8899D,1.0,6.0,6.0,0.0,0.0,7000.0,5845.61,0.0,0,,70,31820,19000,2008-05-28 00:00:00.000,Q2 2008,D7313391921581077A0174C,677.4,24395.4,19000.0,5395.4,-310.12,0.0,0.0,0.0,0.0,1.0,0,0,0.0,472,
100474,25CC342020023396097A465,335255,2008-05-19 11:19:48.013,A,36,Completed,2011-03-29 00:00:00,0.09479,0.081,0.071,,,,,,,4,OK,Military Enlisted,Full-time,22.0,True,True,5AFC33643897547591BD1C8,2008-05-19 10:57:17.350000000,720.0,739.0,1999-01-15 00:00:00,12.0,8.0,18.0,5,173.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,5833.0,0.56,4219.0,18.0,0.94,2.0,0.29,"$25,000-49,999",True,3750.0,64AA3420906558742F20DD3,1.0,20.0,20.0,0.0,0.0,2500.0,0.0,40.0,0,,70,31763,6000,2008-05-28 00:00:00.000,Q2 2008,AE673364502865228775801,188.3,6776.33,6000.0,776.33,-93.71,0.0,0.0,0.0,0.0,1.0,0,0,0.0,222,
97511,FB4734221820545234045F0,335256,2008-05-19 11:20:10.047,HR,36,Completed,2011-05-29 00:00:00,0.37453000000000003,0.35,0.34,,,,,,,4,WI,Other,Full-time,25.0,False,False,,2008-05-02 15:33:56.930000000,540.0,559.0,1993-08-17 00:00:00,7.0,7.0,14.0,7,327.0,1.0,5.0,4.0,4430.0,6.0,1.0,1.0,8592.0,1.0,228.0,9.0,0.88,1.0,0.14,"$25,000-49,999",True,2916.666667,C0643422017679646C574A6,,,,,,,,,0,,70,31932,1000,2008-05-29 00:00:00.000,Q2 2008,C6413420027806142BB3E65,43.39,1630.49,1000.01,630.48,-18.02,0.0,0.0,0.0,0.0,1.0,0,0,0.0,14,
6026,956934203706729891547EA,335271,2008-05-19 11:43:58.997,A,36,Completed,2011-05-30 00:00:00,0.16134,0.147,0.137,,,,,,,4,MN,Other,Part-time,57.0,False,False,,2008-05-12 15:11:45.770000000,740.0,759.0,2002-06-18 00:00:00,3.0,1.0,3.0,1,15.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,292.0,0.05,5208.0,3.0,1.0,0.0,0.14,"$25,000-49,999",True,2500.0,D53B3422039445904BA8CDA,,,,,,,,,0,,70,32035,10000,2008-05-30 00:00:00.000,Q2 2008,5680341783280637532B0E1,341.02,12431.01,9999.97,2431.04,-165.39,0.0,0.0,0.0,0.0,1.0,3,0,0.0,228,
50151,8F8A3420999216567092DE2,335282,2008-05-19 11:54:04.307,HR,36,Chargedoff,2008-10-30 00:00:00,0.34996,0.3258,0.3158,,,,,,,4,AR,Professional,Full-time,48.0,False,False,,2008-05-12 08:56:06.150000000,520.0,539.0,2005-05-27 00:00:00,4.0,4.0,6.0,3,14.0,7.0,11.0,1.0,50.0,0.0,0.0,0.0,3778.0,1.1,0.0,5.0,0.83,3.0,0.19,"$25,000-49,999",True,2773.333333,14293420888442310A87FF4,,,,,,,,,2081,5.0,70,31799,1500,2008-05-28 00:00:00.000,Q2 2008,81773413017345175995C11,65.82,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,1.0,0,0,0.0,24,
59866,FF0C342070860803768A53A,335284,2008-05-19 11:56:27.323,D,36,Defaulted,2008-11-29 00:00:00,0.37453000000000003,0.35,0.34,,,,,,,4,CA,Other,Full-time,107.0,False,False,,2008-05-19 11:54:21.100000000,600.0,619.0,1993-04-10 00:00:00,10.0,8.0,36.0,4,65.0,6.0,18.0,0.0,0.0,12.0,0.0,0.0,952.0,0.19,4075.0,29.0,0.79,2.0,0.3,"$25,000-49,999",True,3500.0,4F3F3422470074322624351,,,,,,,,,852,6.0,70,31812,2000,2008-05-28 00:00:00.000,Q2 2008,E3533419095195152A5276E,90.47,130.47,21.43,109.04,-5.66,-923.15,1978.57,399.09,1475.02,1.0,0,0,0.0,16,
109026,F59A34212914379358C5FD6,335307,2008-05-19 12:30:57.393,C,36,Chargedoff,2009-07-29 00:00:00,0.20949,0.1873,0.1773,,,,,,,4,MA,Other,Full-time,64.0,False,False,,2008-05-19 12:27:47.377000000,640.0,659.0,2000-08-26 00:00:00,12.0,10.0,89.0,7,150.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,4043.0,0.22,2552.0,31.0,0.96,0.0,0.39,"$25,000-49,999",True,3750.0,5F9334220100215401D0783,,,,,,,,,1808,14.0,70,31800,4000,2008-05-28 00:00:00.000,Q2 2008,06F534205851332136EBE1E,146.08,1314.72,797.15,517.57,-27.63,0.0,3202.85,3202.85,0.0,1.0,0,0,0.0,103,
94990,F59834210925395952B4027,335323,2008-05-19 12:51:59.480,A,36,Completed,2008-08-20 00:00:00,0.12503,0.111,0.101,,,,,,,4,MO,Accountant/CPA,Full-time,44.0,True,False,,2008-04-25 13:56:59.640000000,740.0,759.0,1993-11-24 00:00:00,11.0,5.0,42.0,3,392.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,22728.0,0.91,2222.0,42.0,1.0,0.0,0.3,"$75,000-99,999",True,6833.333333,A5B3342148608504293EB32,,,,,,,,,0,,70,31731,9999,2008-05-27 00:00:00.000,Q2 2008,A2A43419737735207FE9C38,327.83,10251.89,9999.0,252.89,-22.78,0.0,0.0,0.0,0.0,1.0,0,0,0.0,108,
81744,5F3D34218294326417F56CF,335363,2008-05-19 13:30:39.183,E,36,Completed,2008-06-13 00:00:00,0.36680999999999997,0.3424,0.3324,,,,,,,4,CA,Administrative Assistant,Full-time,11.0,False,False,,2008-05-19 13:21:50.297000000,580.0,599.0,2005-01-30 00:00:00,5.0,5.0,7.0,4,65.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,1406.0,0.65,611.0,7.0,0.85,1.0,0.15,"$1-24,999",True,1666.666667,2DFC34214865562906630AA,,,,,,,,,0,,70,31533,2600,2008-05-21 00:00:00.000,Q2 2008,D9BA34208293086973D9B97,116.5,2656.1,2600.0,56.1,-1.64,0.0,0.0,0.0,0.0,1.0,0,0,0.0,27,
34270,7AEB3421601120825682272,335372,2008-05-19 13:41:50.790,AA,36,Completed,2008-10-09 00:00:00,0.127,0.12,0.11,,,,,,,3,CO,Computer Programmer,Self-employed,80.0,True,False,,2008-05-19 13:36:48.703000000,800.0,819.0,1990-09-01 00:00:00,11.0,9.0,38.0,6,553.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,110501.0,0.2,35018.0,31.0,1.0,0.0,0.08,"$100,000+",True,11000.0,BA9E34230256076082250AF,,,,,,,,,0,,70,31886,25000,2008-05-29 00:00:00.000,Q2 2008,43563420763189355CFF503,830.36,25986.08,25000.0,986.08,-82.17,0.0,0.0,0.0,0.0,1.0,0,1,50.0,445,
4676,879934211634561607051E3,335375,2008-05-19 13:50:03.000,AA,36,Completed,2010-09-23 00:00:00,0.08082,0.074,0.064,,,,,,,3,IL,Engineer - Electrical,Full-time,40.0,True,False,,2008-05-19 13:43:52.697000000,840.0,859.0,1991-12-01 00:00:00,15.0,12.0,36.0,8,352.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16383.0,0.1,132917.0,31.0,1.0,0.0,0.13,"$100,000+",True,11666.666667,FCB434226775310487E9CD2,,,,,,,,,0,,70,31769,7499,2008-05-28 00:00:00.000,Q2 2008,02BC3420329673446FBF57D,232.92,8328.46,7498.98,829.48,-109.45,0.0,0.0,0.0,0.0,1.0,0,1,50.0,328,
56680,B7C13420791569230DBF282,335431,2008-05-19 14:54:15.293,B,36,Completed,2011-05-28 00:00:00,0.12453,0.1105,0.1005,,,,,,,6,MN,Other,Full-time,5.0,False,False,,2008-05-19 14:53:40.027000000,700.0,719.0,2001-12-21 00:00:00,2.0,2.0,2.0,2,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14194.0,0.68,6506.0,2.0,1.0,1.0,0.15,"$1-24,999",True,2000.0,F3B93421952509399DB3A0B,,,,,,,,,0,,70,31770,3000,2008-05-28 00:00:00.000,Q2 2008,4DBB341288526397147371C,98.29,3539.43,3000.01,539.42,-47.72,0.0,0.0,0.0,0.0,1.0,0,0,0.0,76,
69510,C6E634215574328810A0A30,335436,2008-05-19 15:06:55.073,A,36,Completed,2008-12-05 00:00:00,0.2148,0.2,0.19,,,,,,,3,NC,Professional,Full-time,52.0,True,False,,2008-04-25 19:13:49.737000000,720.0,739.0,1997-10-07 00:00:00,3.0,3.0,17.0,3,222.0,2.0,3.0,1.0,105575.0,8.0,1.0,0.0,49045.0,0.63,28455.0,16.0,0.81,0.0,0.05,"$75,000-99,999",True,7500.0,08EC3421855936875CEEFD0,,,,,,,,,0,,70,31925,10000,2008-05-29 00:00:00.000,Q2 2008,0A523371681281115609729,371.64,10843.59,10000.0,843.59,-42.18,0.0,0.0,0.0,0.0,1.0,1,0,0.0,187,
